,Players,Values,Clubs,Logos,PlayerImages
147,Roko Jureskin,275000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/686693-1725600493.png
148,Martin Mikovic,100000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/147113-1548864379.jpg
149,Libor Holik,350000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/323903-1615900053.jpg
150,Michal Tomic,250000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/344321-1697831474.png
151,Roman Prochazka,100000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/80690-1658513000.png
152,Giorgi Moistsrapishvili,400000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/659743-1685093314.png
153,Milos Kratochvil,350000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/289464-1699719436.png
154,Marin Lausic,325000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/671304-1742395441.png
155,Erik Sabo,100000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/155597-1634686728.png
156,Luka Khorkheli,350000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/989159-1685111495.png
157,Timotej Kudlicka,325000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/582431-1700377635.png
158,Stefan Skrbo,350000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/589746-1722352188.jpg
159,Philip Azango,300000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/539262-1754414625.jpg
160,Hilary Gong,300000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/477306-1713619688.png
161,Abdulrahman Taiwo,400000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/350398-1726499684.png
162,Idjessi Metsoko,350000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/913305-1701640060.png
163,Jakub Paur,100000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/187761-1581488876.png
164,Michal Duris,75000,Spartak Trnava,https://tmssl.akamaized.net//images/wappen/tiny/365.png?lm=1622062546,https://img.a.transfermarkt.technology/portrait/medium/74872-1554137872.png
165,Maciej Dabrowski,225000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/366212-1623746911.jpg
166,David Sipos,150000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/465006-1700723638.png
167,Matus Kira,100000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/366935-1581912196.png
168,Filip Kalanin,100000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
169,Sebastian Kosa,550000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/582429-1676452707.png
170,Tomas Durko,275000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
171,Dominik Kruzliak,225000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/315441-1658146561.png
172,Jan Krivak,125000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/424194-1602418203.png
173,Emilian Metu,125000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/580622-1662622723.jpg
174,Matej Madlenak,250000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/470846-1746339292.png
175,Leonardo Lukacevic,225000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/321870-1752849588.jpg
176,Osman Kakay,225000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/419576-1594032342.jpg
177,Daniel Magda,175000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/408887-1706992829.png
178,Erlantz Palacín,50000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/938696-1709677138.png
179,Milan Dimun,200000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/291232-1696587695.png
180,Filip Lichy,250000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/344322-1713529572.png
181,David Gallovic,200000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/403495-1698787844.png
182,Marek Zsigmund,200000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/243260-1584950575.png
183,Matej Jakubek,125000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/168405-1698788617.png
184,Juraj Teplan,75000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
185,Mátyás Kovács,500000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
186,Miroslav Sovic,225000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/907869-1698787867.png
187,Edin Julardzija,100000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/491033-1759082550.jpg
188,Roman Cerepkai,500000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/546879-1648491925.png
189,Vladimir Perisic,450000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
190,Milan Rehus,400000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/726662-1730192258.jpg
191,Karlo Miljanic,225000,Fc Kosice,https://tmssl.akamaized.net//images/wappen/tiny/51316.png?lm=1720645148,https://img.a.transfermarkt.technology/portrait/medium/587512-1755306545.jpg
192,David Huska,175000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/1033780-1659989185.png
193,Attila Horvath,75000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/809926-1658146308.png
194,Branislav Sokol,25000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
195,Tomas Kral,850000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/832940-1702843946.png
196,Lukas Endl,325000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/652055-1710220633.png
197,Alexander Mojzis,300000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/546831-1584950376.png
198,Daniel Köstl,300000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/293358-1707975035.jpg
199,Alexander Selecky,375000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
200,Dominik Masek,175000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/817174-1761934462.png
201,Giuliano Antonio Marek,100000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
202,Adrian Slavik,125000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/429717-1699719116.png
203,Martin Sulek,125000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/365469-1669141254.png
204,Martin Gomola,125000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/652886-1699980806.png
205,Jan Murgas,150000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/688985-1755093255.jpg
206,Martin Bacik,350000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
207,Oliver Luteran,325000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/655732-1581916515.png
208,Samuel Grygar,325000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
209,Timotej Mudry,200000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/549932-1584950679.png
210,Lukas Fila,200000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/897297-1731173736.png
211,Vojtech Novak,75000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
212,Tomas Buchvaldek,75000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
213,Adam Tucny,225000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/698254-1767762425.jpg
214,Marian Chobot,150000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/465046-1581567166.png
215,Jan Hladik,175000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
216,Martin Chrien,175000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/252712-1572341994.jpg
217,Ondrej Sasinka,125000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/293366-1615900362.jpg
218,Martin Boda,100000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
219,David Jackuliak,75000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
220,Patrik Jevos,75000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
221,Marko Kelemen,75000,Mfk Ruzomberok,https://tmssl.akamaized.net//images/wappen/tiny/7087.png?lm=1518015311,https://img.a.transfermarkt.technology/portrait/medium/489871-1584677320.png
222,Patrik Lukac,125000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/264766-1581916473.png
223,Adam Jakubech,125000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/258267-1666690835.jpg
224,Tornike Dzotsenidze,250000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/465622-1713621360.png
225,Martin Bednar,250000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/344309-1706990257.png
226,Polydefkis Volanakis,225000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/735419-1753191223.JPG
227,Tae-rang Park,150000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
228,Lazar Zaknic,50000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/851557-1727120114.jpg
229,Franck Bahi,150000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/646376-1706992852.png
230,Christos Makrygiannis,50000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
231,Matej Curma,150000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/323294-1703613373.png
232,Lukas Pauschek,125000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/179762-1713528829.png
233,Dimos Papakonstantinou,10000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
234,Ben Cottrell,350000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/470597-1611910637.jpg
235,Nikita Mihhailov,300000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/493424-1709837887.png
236,Abdul Zubairu,200000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/477307-1706993071.png
237,Matus Begala,125000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/344310-1581912478.png
238,Orestis Kalemi,75000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
239,Stanislav Danko,50000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/264800-1706993090.png
240,Hugo Ahl,375000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
241,Samuel Ramos,325000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/833187-1713621293.png
242,Kai Brosnan,225000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
243,Kido Taylor-Hart,225000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
244,Patrik Danek,225000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/540331-1771001996.JPG
245,Tomasz Walczak,150000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/618410-1721900128.png
246,Luka Lemishko,150000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
247,José López,125000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/649678-1656041084.jpg
248,Vasilios Theofanopoulos,25000,Zemplin Michalovce,https://tmssl.akamaized.net//images/wappen/tiny/13744.png?lm=1736440579,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
249,Adrian Knurovsky,75000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
250,Pavol Bajza,75000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/s_120175_130_2013_09_18_1.jpg
251,Maksym Kuchynskyi,25000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/269351-1537722420.png
252,Daniels Balodis,225000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/342151-1726498933.png
253,Denys Taraduda,175000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/654787-1759085309.jpeg
254,Jozef Menich,100000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/403512-1584957147.png
255,Taras Bondarenko,100000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/333024-1713619095.png
256,Patrik Simko,50000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/132375-1581613402.jpg
257,Michal Siplak,125000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/239957-1725474029.png
258,Séverin Tatolna,100000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/958383-1720194754.jpg
259,Moritz Römling,100000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/452222-1722356549.png
260,Ioan-Calin Revenco,175000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/405058-1725473974.png
261,Jurij Medvedev,175000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/289460-1687282147.png
262,Juraj Kotula,100000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/299587-1746337874.png
263,Dominique Simon,200000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/988188-1713341554.png
264,Hélder Morim,125000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
265,Roman Begala,200000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/474143-1728363710.png
266,Filip Soucek,175000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/672840-1699719534.png
267,Kyrylo Sigeev,100000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/935047-1633522497.png
268,Artur Ukhan,25000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/1138683-1773830452.png
269,Jan Bernat,200000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/344311-1581488716.png
270,Martin Regali,200000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/382211-1704365382.jpg
271,Andy Masaryk,150000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
272,Gabriel Barbosa,350000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/534024-1504706375.jpg
273,Stanislav Olejnik,175000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/655731-1581916522.png
274,Lukasz Wolsztynski,125000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/356515-1726673465.jpeg
275,Shayon Harrison,125000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/345739-1695119982.png
276,Landing Sagna,125000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/908677-1698787837.png
277,Peter Juritka,75000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/705830-1717905632.jpg
278,David Griger,10000,1 Fc Tatran Presov,https://tmssl.akamaized.net//images/wappen/tiny/4531.png?lm=1683126749,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
279,Filip Dlubac,125000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
280,Benjamin Szaraz,125000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/381487-1706990022.png
281,Sebastian Jung,100000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/749749-1752217713.jpg
282,Erik Gyurákovics,75000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/476088-1742565087.jpg
283,Martin Simko,175000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
284,Dominik Spiriak,175000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/406653-1614151055.png
285,Ondrej Rudzan,150000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/438566-1710310045.png
286,Robert Pillar,100000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/149431-1612795391.png
287,Simon Smehyl,150000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/250823-1583767564.png
288,Adam Krcik,125000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
289,Filip Kiss,100000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/s_90360_603_2013_04_17_1.jpg
290,David Kmeto,25000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
291,Alen Mustafic,225000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/368631-1581331984.png
292,Dominik Zak,225000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/665544-1703614647.png
293,Dan Ozvolda,125000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
294,Martin Gambos,125000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/334924-1725370991.png
